bids,brand,character,era,franchise,price,sell_date,size,title,toy_type,year
0,Kenner,Reggie White,1980-2001,,5.7,"Oct 09, 2019","4.75""",1998 Reggie White Starting Lineup Figure Green Bay Packers NFL NEW,Action Figure,1998
0,World Peacekeepers,,,,19.99,"Oct 09, 2019",12in.,"WORLD PEACEKEEPERS 1/6 SCALE 12"" AIRBORNE INFANTRYMAN ACTION FIGURE - NEW IN BOX",Action Figure,
0,MegaHouse,Nico Robin,2002-Now,One Piece,125.0,"Oct 09, 2019",7in.,One Piece Variable Action Heroes NICO ROBIN New/Sealed Authentic MegaHouse U.S.,Action Figure,
0,Hasbro,Dagger,2002-Now,Cloak & Dagger,22.95,"Oct 09, 2019","6""","2017 Marvel Legends Series Build A Figure Cloak & Dagger ""DAGGER- SP//dr"" IOB",Action Figure,2017
0,McFarlane Toys,Peyton Manning,,,40.0,"Oct 09, 2019",,Peyton Manning- McFarlane NFL Series 32 Denver Broncos Action Figure,Action Figure,
26,Hasbro,Knight,2002-Now,Star Wars,72.0,"Oct 09, 2019",3.75in.,"Star Wars Vintage Collection (4) Figure Lot- Knight Of Ren,Zorii Bliss,Sith Jet",Action Figure,2019
0,Marvel Legends,Sandman,2002-Now,Spider-Man,29.95,"Oct 09, 2019",6in.,Marvel Legends Black Suit Spiderman Symbiote Sandman BAF Wave NEW ,Action Figure,
0,Hasbro,,,Star Wars,9.0,"Oct 09, 2019",6in.,"STAR WARS: BLACK SERIES - ""Range Trooper"" Action Figure, 2017, NEW, Hasbro",Action Figure,2017
0,HOT TOYS,TIE Fighter Pilot,2002-Now,Star Wars,149.99,"Oct 09, 2019",12in.,"HOT TOYS STAR WARS FORCE AWAKENS TIE FIGHTER PILOT 12"" 1/6 ACTION FIGURE MMS324",Action Figure,2016
9,,Ninja Turtle,,Teenage Mutant Ninja Turtles,5.5,"Oct 09, 2019",,1993 Movie III Michaelangelo Teenage Ninja Turtles TMNT Vintage Figure,Action Figure,Vintage
0,Hasbro,Snake Eyes,,GI Joe,14.99,"Oct 09, 2019",3.75in.,GI JOE Snake Eyes V3 100% Complete Ninja Commando 1988,Action Figure,1988
0,Mattel,Scarecrow,2002-Now,Batman,14.95,"Oct 09, 2019",3.75in.,"DC The Dark Knight SCARECROW 3.75"" Action Figure stealth suit batman Mattel 2008",Action Figure,2008
0,Mattel,Aquaman,2002-Now,DC Universe,19.99,"Oct 09, 2019",6in.,DC Universe AQUALAD YOUNG JUSTICE WITH 7 WEAPONS DIORAMA BOX SET AQUAMAN,Action Figure,
4,Hasbro,Kit Fisto,2002-Now,Star Wars,17.01,"Oct 09, 2019",3.75in.,Hasbro Star Wars The Clone Wars CW60 Kit Fisto,Action Figure,
0,Hasbro,SPIDERMAN,,SPIDERMAN,11.0,"Oct 09, 2019",12in.,MARVEL COMICS 2013 HASBRO 12 INCH SPIDERMAN ACTION FIGURE!!,Action Figure,2013
0,Hasbro,Blastwave Weapons Base,2002-Now,Transformers,12.75,"Oct 09, 2019",Commander Class,Transformers DARK of the MOON Cyberverse MEGATRON BLASTWAVE WEAPONS BASE dotm,Action Figure,2011
0,Star Wars,K-2SO,,Star Wars,7.4,"Oct 09, 2019",6in.,Star Wars The Black Series #24 K-2SO Droid Figure,Action Figure,
0,BANPRESTO,Dragon,2002-Now,,18.99,"Oct 09, 2019",,Anime Toy Banpresto Dragon Ball BWFC Cell Super Z World Figure Colosseum,Action Figure,2018
0,Dc direct,,,DC Universe,23.99,"Oct 09, 2019",,Blackest Night BLACK LANTERN HAWKMAN 6” Action figure DC DIRECT UNIVERSE SERIES,Action Figure,
0,Original San Francisco Toymakers,,1980-2001,wwe,12.0,"Oct 09, 2019",6in.,1999 ECW OSFT D-Von Dudley Wrestling Figure WWF WWE NWA TNA Impact Brother Devon,Action Figure,1999
0,Marvel Legends,,,Marvel Universe,12.99,"Oct 09, 2019",6in.,"Hasbro Marvel Legends Lizard Wave LASHER w/ Symbiote Arms 6"" Action Figure",Action Figure,2017
17,Hasbro,Pink Ranger,,Power Rangers,38.0,"Oct 09, 2019",,Power Rangers Lightning Collection Lot Of 3 Pink Ranger And More,Action Figure,
8,Hasbro,,,GI Joe,49.01,"Oct 09, 2019",,1964 GI Joe Vintage Hasbro 12” SOTW Figure light brown hair USA made ,Action Figure,1964
0,Unbranded,,2002-Now,,14.99,"Oct 09, 2019",12in.,"DAMTOYS DAM 78044 FBI SWAT G17 Model for 12"" Action Figure",Action Figure,2017
0,Remco,Animal,,,23.95,"Oct 09, 2019",,AWA Remco 100% Complete Animal Road Warrior W/ Champion Belt Wrestling Figure,Action Figure,1985
0,Star Wars,Princess Leia,,Star Wars,12.5,"Oct 09, 2019",,1983 Vintage Boushh Princess Leia Organa Carrie Fisher Action Figure W Helmet,Action Figure,1980
0,WWE,,,WWE,15.0,"Oct 09, 2019",,WWE Mattel Battle Pack Ascension Loose HTF OOB Basic Elite Free Shipping NXT,Action Figure,
1,Kenner,,,,49.99,"Oct 09, 2019",,Legends of Batman lot 15 ACTION FIGURES KENNER 1994 NEW IN BOX,Action Figure,
3,,Ninja Turtle,,Teenage Mutant Ninja Turtles,2.6,"Oct 09, 2019",,1992 Beach Combin’ Michelangelo Teenage Ninja Turtles TMNT Vintage Figure,Action Figure,Vintage
0,Hasbro,Blaster,2002-Now,Transformers,27.99,"Oct 09, 2019",2in.,SPACE MINI-CON TEAM Transformers Armada complete Requiem Blaster,Action Figure,2003
0,Hasbro,General Grievous,2002-Now,Star Wars,53.99,"Oct 09, 2019",3.75in.,"Star Wars The Vintage Collection 3.75"" GENERAL GRIEVOUS (VC17) FOIL - C8.5+",Action Figure,2010
1,NECA,Jason Voorhees,2002-Now,Friday the 13th,18.99,"Oct 09, 2019",,NECA Friday the 13th Part V New Beginning Jason Voorhees Figure MISB SEALED,Action Figure,
1,DC Comics,Batman,,Justice League,4.6,"Oct 09, 2019",,11 BATMAN ACTION FIGURE LOT ,Action Figure,2011
0,Hasbro,,,,11.99,"Oct 09, 2019",,"Hasbro Star Wars - The Black Series Ponda Baba C3031 3.75"" Action Figure",,
0,Trendmasters,Judy,,Lost in Space,70.0,"Oct 09, 2019",,Lost in Space Action Figure Judy,Action Figure,
0,Hasbro,Barricade,2002-Now,Transformers,24.99,"Oct 09, 2019",,TRANSFORMERS SIEGE WAR FOR CYBERTRON BARRICADE BRAND NEW 2019,Action Figure,2019
0,Hasbro,,,Marvel Universe,18.04,"Oct 09, 2019",3.75in.,Marvel Universe 3.75 figure Jessica Jones Jewel complete & excellent,Action Figure,
0,Hasbro,Drax the Destroyer,,Marvel Universe,19.99,"Oct 09, 2019",3.75in.,"Marvel Universe 3.75"" Drax The Destroyer & Star lord Guardians 2 figure lot",Action Figure,
8,Hasbro,Black Knight,2002-Now,Marvel Universe,8.05,"Oct 09, 2019",6in.,Hasbro Marvel Legends Black Knight Action Figure Avengers Infinity War Wave 2018,Action Figure,2018
0,Hasbro,Low-Light,,GI Joe,13.99,"Oct 09, 2019",3.75in.,1991 Low Light - 100% complete (vintage GI Joe figure),Action Figure,1991
1,Kenner,Trooper,1980-2001,Star Wars,14.99,"Oct 09, 2019",3.75in.,Star Wars loose Kenner AT-AT left side cheek gun free shipping!,Action Figure,
7,,Ninja Turtle,,Teenage Mutant Ninja Turtles,5.39,"Oct 09, 2019",,1993 Movie III Raphael Teenage Ninja Turtles TMNT Vintage Figure,Action Figure,Vintage
1,Marvel,Thanos,2002-Now,Marvel Universe,9.3,"Oct 09, 2019",6in.,NIB Marvel THANOS 6 Inch Figure Hasbro Comic Version Thanos,Action Figure,2018
4,Hasbro,,,GI Joe,51.01,"Oct 09, 2019",,1964 GI Joe Vintage Hasbro 12”  Figure dark brown or hair scar face USA made,Action Figure,1964
0,Unbranded,,,,15.59,"Oct 09, 2019",,ARTFX+ Justice League Wonder Woman 1/10 PVC Figure Statue Toy Gifts New No Box,Action Figure,
0,WWE / WWF,UMAGA,2002-Now,,11.99,"Oct 09, 2019",7in.,UMAGA samoan bulldozer WWE wrestling legend ELITE FIGURE by MATTEL raw smackdown,Action Figure,2011
0,Hasbro,Darth Revan,2002-Now,Star Wars,24.99,"Oct 09, 2019",6in.,Star Wars Hasbro The Black Series 6-inch #34 Darth Revan In Stock,Action Figure,2018
0,JAKKS Pacific,,2002-Now,Bella Sara,9.0,"Oct 09, 2019",6in.,Bella Sara nike world of horses with online code Jakks Pacific,Action Figure,
0,Hasbro,,,GI Joe,10.0,"Oct 09, 2019",3.75in.,GI Joe Retaliation Cobra Fangboat & Swamp Viper Figure MISB SEALED,Action Figure,
0,Hasbro,Obi-Wan Kenobi,2007,Star Wars,28.0,"Oct 09, 2019",12in.,Star Wars Comic Packs Revenge of the Sith #4 Obi-wan Kenobi & Bail Organa NEW,Action Figure,
0,Funko,Pop,,Jurassic Park,17.95,"Oct 09, 2019",Does Not Apply,Funko Pop! Movies - Jurassic Park - Dilophosaurus #550 Chase Limited Edition ,Does Not Apply,
0,Hasbro,Super Battle Droid,,Commando,49.0,"Oct 09, 2019",,Star Wars Action Figure Comic Packs Tales #22 Clone Commando Super Battle Droid,Action Figure,
19,NECA,Alien,2002-Now,Aliens,18.0,"Oct 09, 2019",8in.,"NECA Yellow Blue Alien Warrior 8"" Action Figure",Action Figure,2017
5,Hasbro,Psycho Blue Ranger,2002-Now,Power Rangers,26.0,"Oct 09, 2019",6in.,Hasbro Lightning Collection Power Rangers In Space Blue Psycho Ranger,Action Figure,2019
0,Freddy Krueger,Freddy Krueger,2002-Now,Nightmare Elm Street,59.99,"Oct 09, 2019",10in.,"Cinema of Fear 10"" Freddy Kreuger Action Figure by Mezco 2009 Rare NIB",Action Figure,2009
0,Hasbro,Star Commander,2002-Now,Star Wars,21.99,"Oct 09, 2019",6in.,Star Wars Black Series Clone Commander Wolffe 6” Figure Brand New (shelf Wear),Action Figure,2018
11,Hasbro,Blink,2002-Now,X-Men,13.25,"Oct 09, 2019",6in.,Hasbro Marvel Legends Blink Action Figure X-Men Wave 2019 6 in. ,Action Figure,2019
0,Mattel,,1980-2001,,8.5,"Oct 09, 2019",,0riginal 1980s He-man MOTU horse Stridor,Action Figure,
10,Hasbro,,,GI Joe,71.0,"Oct 09, 2019",12in.,Gi Joe The Adventure Team Land Adventurer & Man Of Action,Action Figure,
0,Transformers,Menasor,2002-Now,Transformers,25.0,"Oct 09, 2019",,Transformers: Robots in Disguise Combiner Force Team Combiner Menasor official ,,
2,Hasbro,,,Star Wars,0.01,"Oct 09, 2019","2""",Playskool Heroes Star Wars Galactic Heroes BB-8 Adventure Base Playset,Action Figure,
8,Hasbro,Joe,,GI Joe,13.5,"Oct 09, 2019",3.75in.,GI Joe Sgt. Slaughter 1989 Marauders Action Figure - used incomplete,Action Figure,1989
0,DC Comics,,,Batman,179.0,"Oct 09, 2019",,TOP-001 1/6 Comedian casual ( Joaquin phoenix Joker) costume set action figure,Action Figure,
0,Hasbro,Link,2002-Now,Star Wars,8.99,"Oct 09, 2019",3.75in.,Star Wars Force Link 2.0 L3-37 3 3/4 Inch Action Figure MIB,Action Figure,2018
2,Hasbro,Cad Bane,2002-Now,Star Wars,10.5,"Oct 09, 2019",3.75in.,Hasbro Star Wars The Clone Wars CW42 Cad Bane,Action Figure,
0,ToyBiz,Doctor Doom,,Fantastic Four,20.0,"Oct 09, 2019",,TOYBIZ FANTASTIC FOUR MOVIE ELECTRO SHOCK DR DOOM ACTION FIGURE RARE HTF,Action Figure,
0,Online DC,Batman,2002-Now,DC Universe,58.88,"Oct 09, 2019",8in.,DC Direct Justice League JLA Batman Animated Series Maquette Statue Figure NEW,Action Figure,2010
0,Mego,,,our gang,38.99,"Oct 09, 2019",6in., MEGO OUR GANG SPANKY ,Action Figure,1975
1,Funko,Pop,2002-Now,The Walking Dead,139.99,"Oct 09, 2019",4,Man Of Action Figures Exclusive Funko Pop! TV: Walking Dead: Bloody Glenn #35,vinyl figure,2012
0,Kidrobot,Dream,,Dunny,9.24,"Oct 09, 2019",,NeW Kidrobot x TINY TOONS Advent Animaniacs Vinyl Mini * YAKKO * RaRe Wakko L2,Action Figure,
0,Hasbro,Indominus Rex,,Indominus Rex,99.99,"Oct 09, 2019",20”,Lot of 3 Jurassic World Indominus Rex T Rex &  Mosasaurus Dinosaurs with Sounds,Action Figure,2014
5,Hasbro,Planet Hulk,2002-Now,Marvel Universe,16.5,"Oct 09, 2019",6in.,2006 Hasbro Marvel Legends Annihilus BAF Series Wave - Planet Hulk Figure RARE!!,Action Figure,2006
0,Kenner,Boba Fett,,Star Wars,10.19,"Oct 09, 2019",,"Star Wars Boba Fett action figure Epic Force 1997 Kenner, opened loose ",Action Figure,1997
0,Hasbro,,2002-Now,X-Men,41.73,"Oct 09, 2019",6in.,Marvel Legends Hasbro Dani Moonstar New Mutants Walgreens Exclusive Figure,Action Figure,2019
1,Bandai,Megazord,2002-Now,Power Rangers,19.0,"Oct 09, 2019",10in.,Mighty Morphin Power Rangers Super Samurai Megazord 2011 MMPR Bandai Figure Used,Action Figure,2011
4,MLB The Show 19,,,,14.38,"Oct 09, 2019",,"Jose Altuve (Houston Astros) MLB The Show 19 7"" Figure",,
12,Hasbro,Everett Ross,2002-Now,Marvel Universe,14.5,"Oct 09, 2019",6in.,Hasbro Marvel Legends Everett Ross Action Figure Black Panther Target Exclusive,Action Figure,2018
2,Hasbro,,,Gi  Joe,9.5,"Oct 09, 2019",3.75in.,Vintage 1986 GI JOE Monkeywrench Figure 100% COMPLETE With File Card Hasbro,Action Figure,
0,S.H.Figuarts,Sailor Moon,,Sailor Moon,75.0,"Oct 09, 2019",,Authentic S.H.Figuarts Sailor Saturn Action Figure Sailor Moon Official Complete,Action Figure,
1,Funko,,2002-Now,Funko Pop,3.99,"Oct 09, 2019",Small,Funko - POP Keychain: Cinderella - Cinderella (heartstrong) Brand New In Box,Action Figure,2017
6,ToyBiz,Green Goblin,2002-Now,Marvel Universe,20.5,"Oct 09, 2019",,Marvel Legends Toy Biz Green Goblin Loose Figure Onslaught BAF Series,Action Figure,
0,Mattel,,,DC Universe,9.0,"Oct 09, 2019",,DC Universe Infinite Heroes Crisis Lex Luthor Figure ,Action Figure,
0,Kidrobot,Dream,,Dunny,10.35,"Oct 09, 2019",,NeW Kidrobot x TINY TOONS Advent Animaniacs Vinyl Mini * BUSTER BUNNY * RaRe L2,Action Figure,
9,,Ninja Turtle,,Teenage Mutant Ninja Turtles,15.5,"Oct 09, 2019",,1992 Cave Raphael Teenage Ninja Turtles TMNT Vintage Figure,Action Figure,Vintage
0,Hasbro,Grunt,,GI Joe,12.0,"Oct 09, 2019",3.75in.,"Gi Joe Stars & Stripes Forever 3.75"" Grunt v4 Action Figure Complete",Action Figure,1997
1,DC,Harley Quinn,,Harley Quinn,25.0,"Oct 09, 2019",,DC Super Hero Girls Barbie Doll Harley Quinn Action Figure New In Box Pose Doll ,Action Figure,
1,Hasbro,,,GI Joe,5.99,"Oct 09, 2019","3.75""",Parachute For 1986 GI JOE Cobra Terror Drome AVAC Firebat Pilot Figure Hasbro,Action Figure,
0,Marvel Legends,,,Marvel Universe,9.99,"Oct 09, 2019",,Marvel Universe 3.75 DAREDEVIL Bullseye Spiderman Legends Action Figure ,Action Figure,
0,HASBRO,,,,14.95,"Oct 09, 2019",,MARVEL UNIVERSE 3.75 IRON FIST FIGURE #017 VARIANT,,
0,Hasbro,Optimus Prime,2002-Now,Transformers,55.0,"Oct 09, 2019",,Transformers Generations Power of the Primes Optimal Optimus FREE SHIPPING,Action Figure,2018
15,,Ninja Turtle,,Teenage Mutant Ninja Turtles,7.0,"Oct 09, 2019",,1991 Sergeant Bananas Teenage Ninja Turtles TMNT Vintage Figure,Action Figure,Vintage
0,Kenner,Predator,1980-2001,Predator,8.99,"Oct 09, 2019","5.5""","1993 CRACKED TUSK PREDATOR 5.5"" Kenner/Fox Action Figure",Action Figure,1993
0,McFarlane Toys,,1980-2001,,10.0,"Oct 09, 2019",6.5in,v..Vintage Total Chaos Hoof Ultra Action Figure 1996 McFarlane's Toy,Action Figure,1996
0,,,,,24.99,"Oct 09, 2019",,Lot of 3 Archie Action Figures Marx 1975 Mattel Jughead Vintage Cloth,,
0,Bandai,,,,32.5,"Oct 09, 2019",,Dragon Ball Z Super Dragon Stars Series 12 Super Saiyan Broly Action Figure,,
0,Bandai,Dragon,,,22.99,"Oct 09, 2019",,Bandai Dragon Ball Super Dragon Stars Series 1 Beerus Action Figure,Action Figure,
0,Bandai,Frieza,,Dragon Ball Z,11.99,"Oct 09, 2019",,BANDAI Dragon Ball Super Dragon Stars Series 2 FRIEZA FINAL FORM Action Figure,Action Figure,
0,Bandai,Son Goku,2002-Now,Dragon Ball Z,21.0,"Oct 09, 2019",6in.,Bandai Dragon Ball Super Dragon Stars Wave 1 Shenron Wave Super Saiyan Goku New,Action Figure,2017
0,Hasbro,,,GI Joe,14.99,"Oct 09, 2019","3.75""",GI Joe 1997 GRUNT Complete + Filecard Stars and Stripes V4 Version 4 Hasbro,Action Figure,
0,Hasbro,Spider-Man,2002-Now,Marvel Universe,39.99,"Oct 09, 2019",,Marvel Legends Pizza Spider-Man Loose Figure COMPLETE Hobgoblin BAF Series,Action Figure,
7,,Ninja Turtle,,Teenage Mutant Ninja Turtles,6.5,"Oct 09, 2019",,1991 Midshipman Michaelangelo Teenage Ninja Turtles TMNT Vintage Figure,Action Figure,Vintage
1,Hasbro,,,GI Joe,5.99,"Oct 09, 2019","3.75""",Vintage 1990 GI JOE Snake Eyes Combat Pay Promo Insert & Catalog Hasbro,Action Figure,
0,Galoob,Modo,1980-2001,Biker Mice from Mars,12.3,"Oct 09, 2019","5""","Vintage Galoob Modo Biker Mice From Mars 5"" Action Figure 25513 Galoob 1993 Toy",Action Figure,1993
0,Hasbro,Griffin,2002-Now,Transformers,30.0,"Oct 09, 2019",,Transformers Rescue Bots Griffin Rock Rescue Team Set,Action Figure,2015
0,Original San Francisco Toymakers,ROB VAN DAM RVD,1980-2001,,10.0,"Oct 09, 2019","6""",RARE ROB VAN DAM RVD FIGURE ECW 1999 OSFT HHG CORP WRESTLING COLLECTIBLE TOY WWE,Action Figure,1999
0,Hasbro,Second Sister Inquisitor,2002-Now,Star Wars,36.0,"Oct 09, 2019",6in.,Star Wars Black Series #95 Second Sister Inquisitor White Box First Edition New,Action Figure,2019
0,Mego,Spanky,,Our Gang,40.0,"Oct 09, 2019",6in.,Vintage Our Gang Porky (1975) 6” Mego Action Figure,Action Figure,1975
1,Hasbro,,,Star Wars,0.01,"Oct 09, 2019",2.75in.,Playskool Star Wars Galactic Heroes Chewbacca / Chewy Action Figure,Action Figure,
0,Tokyo Marui,,,,1500.0,"Oct 09, 2019",,"New Tokyo marui Biohazard Albert.W. Model 01P Rare ""LIMITED EDITION"" ",,
11,Mattel,Cody Rhodes,2002-Now,WWE,8.5,"Oct 09, 2019",6in.,WWE Mattel BASIC BETH PHOENIX 1 Of 1000 Championship Title Belt Royal Rumble,Action Figure,
0,Original San Francisco Toymakers,,1980-2001,,12.65,"Oct 09, 2019",6-7 in.,1999 ECW TOMMY DREAMER Figure Forearm Smash Rare Yellow Shirt,Action Figure,1999
0,Hasbro,Jetfire,2002-Now,Transformers,15.3,"Oct 09, 2019",8 inches,Transformers Classics Jetfire Voyager ,Action Figure,
2,Kenner,Blue,1980-2001,Aliens,1.46,"Oct 09, 2019",5in.,"1992 Kenner Aliens Gorilla 5"" Action Figure Alien Vs Predator Blue Black Fox ",Action Figure,1992
0,JAKKS Pacific,,,,5.99,"Oct 09, 2019",,The Corps ! Jones V1 Loose Action Figure Lanard,,
0,Marvel Legends,Psylocke,2002-Now,X-Men,49.99,"Oct 09, 2019",6in.,Marvel Legends X-men Apocalypse BaF PSYLOCKE Figure MINT IN PACKAGE SEALED,Action Figure,2018
2,Revoltech,Spawn,,,120.0,"Oct 09, 2019",3.75in.,Spawn Custom Revoltech Action Figure,Action Figure,
0,Hasbro,,,,3.98,"Oct 09, 2019",3.75in.,"C-3PO c3po protocol droid Star Wars MOC 3.75"" ROTS revenge of Sith",Action Figure,
0,Hasbro,Jawas,,Star Wars,5.5,"Oct 09, 2019",3.75in.,Kenner Star Wars Power Of The Force Jawas Action Figure  Used Complete,Action Figure,1996
0,Diamond Select,,,Ghostbusters,64.99,"Oct 09, 2019",,Ghostbusters Slimed Action Figures SDCC PX Previews Exclusive Set 2019,Action Figure,2019
4,NFL,,,,13.99,"Oct 09, 2019",,Von Miller (Denver Broncos) EA Sports Madden NFL 17 Series 2 McFarlane,,
0,Kenner,Snowtrooper,,Star Wars,22.0,"Oct 09, 2019",3.75in.,Vintage Star Wars Snow Trooper complete with original Kenner accessories,Action Figure,
0,Kenner,Mail Fraud Ghost,,Ghostbusters,12.5,"Oct 09, 2019",,The Real Ghostbusters Haunted Humans Mail Fraud Ghost Action Figure Vintage 1988,Action Figure,1988
3,DC Comics,Starman,1980-2001,All-Star Squadron,45.0,"Oct 09, 2019","6""",DAVID KNIGHT as STARMAN custom JLA JSA DC Classics,Action Figure,
2,DC Comics,Pantha,1980-2001,Teen Titans,32.05,"Oct 09, 2019",7in.,PANTHA  Rosabelle Mendez Teen Titans Go! custom Titans West DC Classics Direct,Action Figure,
2,Mattel,PANTHOR,1980-2001,Masters of the Universe,19.99,"Oct 09, 2019",,1980'S VINTAGE MOTU MASTERS OF THE UNIVERSE *PANTHOR* w/SADDLE ,Action Figure,1980
0,Bandai,BLACK RANGER,1980-2001,Power Rangers,8.0,"Oct 09, 2019",8in.,BLACK RANGER - VINTAGE 1993 MMPR POWER RANGERS ACTION FIGURE 8”,Action Figure,1993
0,McFarlane Toys,,,,24.99,"Oct 09, 2019",,McFarlane Rob Zombie Super Stage Action Figure Loose,Action Figure,
0,Max Factory,Levi,2002-Now,Attack on Titan,89.95,"Oct 09, 2019",,MAX Factory Figma 213 Attack on Titan Levi Action PVC Figure IN STOCK Genuine,Action Figure,2014
0,Hasbro,Arcee,2002-Now,Transformers (MOVIE),30.0,"Oct 09, 2019",DELUXE CLASS,2007 TRANSFORMERS MOVIE DELUXE ARCEE MOTORCYCLE FIGURE NEW & SEALED,Action Figure,2007
0,,Goro,,Mortal Kombat,100.0,"Oct 09, 2019",,Storm Collectibles 1/12 Scale GORO Mortal Kombat Series Action Figure,Action Figure,
2,JAKKS Pacific,,2002-Now,,10.49,"Oct 09, 2019",6in.,"NEW Warcraft Gul'dan Action Figure Guldan Jakks 6"" FACTORY SEALED war craft magi",Action Figure,2016
5,Madden NFL 18 Series 1 McFarlane,,,,16.5,"Oct 09, 2019",,Von Miller (Denver Broncos) Madden NFL 18 Ultimate Team Series 1 McFarlane,,
0,DC Direct,Wayne,,Batman,3.2,"Oct 09, 2019",5in.,"BRUCE WAYNE 1992 Batman Animated Series TAS Kenner 5"" Action Figure Toy DC Comic",Action Figure,1992
17,Action,,,GI Joe,370.0,"Oct 09, 2019",,1970 GI JOE VINTAGE TALKING MAN OF ACTION ADVENTURE TEAM in ORIGINAL BOX #7590,Action Figure,1970
15,Mattel,Liv Morgan,,Elite Collection,43.0,"Oct 09, 2019",7in.,Liv Morgan WWE Elite Collection Collectors Edition Figure Target Exclusive Read#,Action Figure,
31,Hot Toys,Hulk,2002-Now,Avengers Age Of Ultron,437.99,"Oct 09, 2019",1/6 scale,"NEW Hulk Deluxe 1/6 Action Figure Set 16.5"" Hot Toys Marvel Avengers MMS287",Action Figure,2015
1,Hasbro,Venom,2002-Now,Marvel Universe,19.99,"Oct 09, 2019",,Marvel Legends Anti Venom Loose Figure Hobgoblin BAF Series,Action Figure,
30,Harmony Gold,,1980-2001,Robotech,43.51,"Oct 09, 2019",,"Four ROBOTECH Action Figures, Harmony Gold, Bernard, Rand, Roy Fokker, Sterling",Action Figure,
15,DC Collectibles,,,,15.5,"Oct 09, 2019",,DC Designer Series Lee Bermejo Superman Action Figure,Action Figure,
0,Bandai,,,,39.99,"Oct 09, 2019",,Power Rangers Ninja Steel Lion Fire Fortress Zord,,
46,Hot Toys,Iron Man,2002-Now,Iron Man 3,520.0,"Oct 09, 2019",1/6 scale,Hot Toys 1/6 Iron Man MMS256-D07 Die-Cast Mark III MK3 Action Figure,Action Figure,2013
0,Hasbro,Beast,2002-Now,X-Men,34.04,"Oct 09, 2019",6in.,"Marvel Legends BEAST Loose Complete 6"" Inch No Caliban BAF X-men Wave IN HAND!!",Action Figure,
7,Hasbro,Gamorrean Guard,2002-Now,Star Wars,51.0,"Oct 09, 2019",6in.,"Star Wars Blk Series 6’ Lot Of 5 Gamorrean Guard,At-Act Driver,Hoverta",Action Figure,2018
2,,,,Breaking Bad,2.76,"Oct 09, 2019",6in.,"Breaking Bad Walter White ""Hazmat"" Action Figure Exclusive",Action Figure,
5,Kenner,Robin,1980-2001,Super Heroes,10.0,"Oct 09, 2019","5""",Robin With Turbo Glider Batman Animated Series Action Figure 1992 New Kenner #02,Action Figure,1992
5,MLB The Show 19,,,,16.04,"Oct 09, 2019",,"Aaron Judge (New York Yankees) Gray Jersey LE MLB The Show 19 7"" Figure",,
1,Star Wars,Darth Vader,,R2-D2,0.99,"Oct 09, 2019",,Just Toys Star Wars Bendems Lot! R2D2 LEIA DARTH VADER 1993 Action Figures MOC,Action Figure,1993
16,Mattel,,2002-Now,DC Universe,11.5,"Oct 09, 2019",4in.,DC Mutliverse Arkham Knight Action Figure,,
0,Star Wars,,2002-Now,Star Wars,29.69,"Oct 09, 2019",4in.,"Star Wars Action Figure Lot Of 24 Modern 2000s 4"" Darth Vader Luke Anakin ",Action Figure,2000
23,Hot Toys,Darth Vader,2002-Now,Star Wars,422.0,"Oct 09, 2019",1/6 scale,Hot Toys MMS434 Star Wars Grand Moff Tarkin and Darth Vader Set New,Action Figure,2014
0,Kenner,,1980-2001,Star Wars,24.99,"Oct 09, 2019",3.75in.,STAR WARS Kenner POTF 2 European Large Photo ENDOR REBEL SOLDIER Figure mosc,Action Figure,
