bids,brand,character,era,franchise,price,sell_date,size,title,toy_type,year
0,Mezco,Blade,,BLADE,79.95,"Oct 09, 2019",6in.,MEZCO TOYZ BLADE WESLEY SNIPES ONE:12 COLLECTIVE MARVEL ACTION FIGURE DOLL  ,Action Figure,
0,Hasbro,Scarif Stormtrooper,2002-Now,Star Wars,21.6,"Oct 09, 2019",6in.,"NEW Star Wars Black Series 6"" Scarif Stormtrooper (Walmart Exclusive) figure",Action Figure,2016
0,NECA,Freddy Krueger,2002-Now,Nightmare on Elm Street,31.99,"Oct 09, 2019",7in.,"Nightmare on Elm Street - 7"" Scale Action Figure - Ultimate Part 2 Freddy - NECA",Action Figure,2018
14,Bandai,,,Gundam,32.0,"Oct 09, 2019",,Japanese Release Shin Matsunaga Zaku II MSIA Action Figure Complete (Version 2),Action Figure,
0,DC Direct,,,,65.0,"Oct 09, 2019",13in.,"Superman DC Direct 13"" Deluxe Superman Figure 4628 0f 5000  C.O.A. Included",Action Figure,2005
0,WWE,,2002-Now,,24.99,"Oct 09, 2019",,"WWE Network Spotlight Flashback To 2002 6-Pack Figures Box Set; Nash, Hall, Cena",Action Figure,2017
0,Kenner,Luke Skywalker,,Star Wars,15.99,"Oct 09, 2019",3.75in.,Star Wars Original vintage 1977 R2-D2 Sensorscope & 1978 R5D4 Action Figures,Action Figure,1977
59,Mezco,Batman,,,260.5,"Oct 09, 2019",,Mezco BATMAN & BLACK MASK NYCC Exclusive One:12 Collective Action Figure New ,Action Figure,
8,Hasbro,,,GI Joe,15.83,"Oct 09, 2019",3.75in.,VINTAGE 1987 ARAH GI JOE V1 TUNNEL RAT MINTY ACTION FIGURE NO BAG,Action Figure,1987
0,Hasbro,Black Panther,,Marvel Universe,13.49,"Oct 09, 2019",,Marvel Legends 6” Vibranium Suit Black Panther M’Baku BAF Build A Figure Wave,Action Figure,
0,JAKKS Pacific,,,Monsuno,4.99,"Oct 09, 2019",,Monsuno Goldhorn #46 Figure Jakks Pacific,Action Figure,
0,Hasbro,Dutch Vander,2002-Now,Star Wars,13.99,"Oct 09, 2019","3 3/4""","Star Wars JON DUTCH VANDER Rebel Pilot #10 Black Series 3.75"" Action Figure 2014",Action Figure,2014
0,Hasbro,,,,60.0,"Oct 09, 2019",,2015 Star Wars Force Awakens RESISTANCE X-WING Figure Vehicle Set NIB,Action Figure,
1,Bandai,,,Gundam,10.0,"Oct 09, 2019",,Zock MSIA Action Figure 100% Complete,Action Figure,
0,Jazwares,Soldier,2002-Now,Roblox,28.99,"Oct 09, 2019",3in.,NEW Roblox Blind Mystery Series 5 Gold Box Figure CDF Soldier & Code,Action Figure,2019
0,McFarlane Toys,Hershel Greene,2002-Now,The Walking Dead,10.99,"Oct 09, 2019",5in.,"McFarlane Walking Dead Series 7, HERSHEL GREENE, Exclusive, Sealed free shipping",Action Figure,2015
0,McFarlane Toys,Roger STaubach,2002-Now,Dallas Cowboys,28.99,"Oct 09, 2019",6in,NFL Legends Ser 3 Roger Staubach Dallas Cowboys 1969-1979 Figure McFarlane Toys,Action Figure,2007
0,Hasbro,,,GI Joe,22.1,"Oct 09, 2019",3.75in.,1985 GI Joe Cobra Ripper Complete! Vintage Hasbro Action Figure ,Action Figure,1985
0,Mattel,,2010-Now,,21.99,"Oct 09, 2019",6in.,WWE Wrestling Mattel Elite Defining Moments 2017 Macho Man Randy Savage Figure,Action Figure,2012
0,McFarlane Toys,Dale,,The Walking Dead,27.85,"Oct 09, 2019",,Articulated Construction Sets The Walking Dead TV Dales RV Set Toy,,
0,Hot Toys,Iron Man,2002-Now,Marvel,1849.99,"Oct 09, 2019",,Brand New Hot Toys MMS427 Spider-Man Homecoming Iron Man Mark 47 XLVII 1/6 Fig!,Action Figure,
0,Playmates Toys,Wingnut & Screwloose,1980-2001,Teenage Mutant Ninja Turtles,16.99,"Oct 09, 2019",5in.,"TMNT Ninja Turtles Wingnut & Screwloose 5"" Figure Complete Playmates 5103 1990",Action Figure,1990
1,Hasbro,Cobra Commander,,GI Joe,30.0,"Oct 09, 2019",,Lot Vintage Gi Joe 1980’s Action Figures Set Cobra Command Part Pieces,Action Figure,1986
0,Unbranded,,,,22.99,"Oct 09, 2019",12in.,Painted Halloween Michael Myers head for 12 inch body rooted hair new,Action Figure,
0,,,,,29.99,"Oct 09, 2019",,"Marvel legends BAF Mandroid series Captain America 6"" action figure",,
0,Action,,,,9.99,"Oct 09, 2019",,Starting Lineup Pro Action Deluxe Jason Elam Action Figure Denver Broncos,Action Figure,
0,Mattel,Aquaman,,DC Universe & Masters of the Universe,49.99,"Oct 09, 2019",6in.,DC Universe vs Masters of the Universe Classics AQUAMAN VS MER-MAN Figure 2-Pack,Figure,
27,,Ninja Turtle,,Teenage Mutant Ninja Turtles,26.0,"Oct 09, 2019",,1989 Teenage Mutant Ninja Turtles TMNT Vintage Figure Lot Of 7 Casey Usagi Etc,Action Figure,Vintage
7,Unbranded,,,GI Joe,1.41,"Oct 09, 2019","suitable for the 3.75"" Gi Joe Action Figure","Lot 6pcs Weapons Gun Accessories for 3.75""Gi Joe Action Figure Toy",Action Figure,2019
5,Kenner,Ghostbusters,1980-2001,Ghostbusters,32.0,"Oct 09, 2019",5in.,1980’s The Real Ghostbusters Set Of 4 Action Figures with Accessories,Action Figure,1987
9,McFarlane Toys,,2002-Now,MATRIX,36.0,"Oct 09, 2019",6in.,MCFARLANE TOYS THE MATRIX SERIES TWO  MORPHEUS NEO TRINITY niobe LOT 4 NEW mint,Action Figure,2003
1,Moose Enterprise,Merman,2002-Now,Fortnite,12.0,"Oct 09, 2019",2in.,Fortnite Battle Royale Collection Port-a-Fort with Moisty Merman figure NIP,Action Figure,2019
0,Hasbro,,,,179.99,"Oct 09, 2019",,Marvel Legends Avengers Hulk Wave Case of 8 Action Figures (Hulk BAF),,
7,Hasbro,Han Solo and Mynock,2002-Now,Star Wars,38.77,"Oct 09, 2019",6in.,"2018 SDCC Exclusive Star Wars Black Series 6"" Han Solo Exogorth Escape w/Mynock",Action Figure,2018
0,Hasbro,,2002-Now,Star Wars,34.99,"Oct 09, 2019",6in.,Carbonized Second Sister Inquisitor Star Wars Black Series GameStop Exclusive ,Action Figure,2019
0,JAKKS Pacific,,,WWE,17.99,"Oct 09, 2019",,WWE Ravishing Rick Rude Deluxe Classic Superstar Series 3 Figure New,Action Figure,
17,Marvel Legends,Spider-Man,,The Avengers,30.0,"Oct 09, 2019",,Marvel Legends Spider-Man PS4 Playstation 4 Gamer Verse Action Figure loose ,Action Figure,2019
0,SUPER 7,Reaper,,THE WORST,14.95,"Oct 09, 2019",3.75in.,2016 SDCC EXCLUSIVE SUPER 7 THE WORST ROBOT REAPER ACTION FIGURE MOC PREMIER NEW,Action Figure,2016
0,Mego,,1980-2001,EAGLE FORCE,8.99,"Oct 09, 2019",,"TURK THE STRONGMAN from Eagle Force Vintage die-cast 2.75"" figure Mego 1981 ",Action Figure,
12,Playmates Toys,,1980-2001,Teenage Mutant Ninja Turtles,21.5,"Oct 09, 2019","6""",Vintage Playmates Teenage Mutant Ninja Turtle Lot TMNT,Action Figure,
0,KBB,Optimus Prime,,Transformers,44.64,"Oct 09, 2019",8in.,"KBB MSC01 Optimus Prime G1 Style Action Figure 8"" Toy New in Box",Action Figure,2017
1,McFarlane's Toys,Raenius,,Spawn,49.99,"Oct 09, 2019",,McFarlane Toys Curse of the Spawn Series 13 COMPLETE SET 7 FIGURES,Action Figure,
0,Playmates Toys,,1980-2001,Teenage Mutant Ninja Turtles,29.95,"Oct 09, 2019",,Teenage Mutant Ninja Turtles RAY FILLET 1990 Playmates Action Figure TMNT,Action Figure,
0,Unbranded,Optimus Prime,,Transformers,42.74,"Oct 09, 2019",8in.,Optimus Prime G1 Style Action Figure 20CM Toy New in Box,Action Figure,2017
0,Hasbro,,,Transformers Movie,13.2,"Oct 09, 2019",,Transformers Movie 3 Human Alliance Sergeant Chaos & Icepick Figure,Action Figure,2010
0,,,,,6.11,"Oct 09, 2019",,WWE Jack Swagger RA 42 Wrestling Loose Action Figure Jakks,,
0,NECA,Michael Myers,2002-Now,Halloween,27.99,"Oct 09, 2019",7in.,"NECA Halloween Michael Myers 7"" Ultimate Action Figure 2018 Movie Collection",Action Figure,2018
0,Marvel Legends,Storm,,X-Men,19.99,"Oct 09, 2019",6in.,"Marvel Legends X-Men Classics White Storm..... 6""",Action Figure,
0,Funko,,,,9.95,"Oct 09, 2019",3.75in.,Pop NFL Stars Cowboys Dak Prescott Vinyl Figure,Action Figure,
0,Mattel,Robin,2002-Now,Batman,7.18,"Oct 09, 2019",12in.,"DC Batman Missions True Moves ROBIN 12"" Inch Posable Action Figure Mattel NIB",Action Figure,2018
0,Moore Action Collectibles,Darkchylde,1980-2001,Darkchylde,6.99,"Oct 09, 2019",7in.,Randy Queens ARIEL DARKCHYLDE blood variant 7in  *LOOSE  Figure  ,Action Figure,1999
0,Mattel,Superman/Batman,2002-Now,Superman/Batman,49.99,"Oct 09, 2019",3.75in.,"Superman Figure 3.75"" DC Comics Multiverse Christopher Reeve + Keaton Batman lot",Action Figure,
0,Kenner,,1980-2001,,5.0,"Oct 09, 2019",4in.,Starting Lineup Chuck Knoblauch 1998 action figure,Action Figure,1998
0,Marvel Legends,Spider-Man,2002-Now,Spider-Man,26.99,"Oct 09, 2019",6in.,Marvel legends Big Time Spiderman exclusive figure NIB,Action Figure,2019
0,JAKKS Pacific,,,,22.0,"Oct 09, 2019",,WWF Legends Andre the Giant Series 1 New ,Action Figure,
0,Hasbro,,,GI Joe,58.0,"Oct 09, 2019",,GI Joe 12” Action Figures Mixed Lot Count Of 8 Three Stands,Action Figure,
0,Hasbro,Cyberfire,,Transformers,15.0,"Oct 09, 2019","4.25""",Transformers: The Last Knight 1-Step CYBERFIRE Decepticon Berserker,,
0,Art Figures,Cross Bones,2002-Now,Cross Bones,65.0,"Oct 09, 2019",12in.,Art figures AIDOL 3 CrossBones - 1/6th scale Nude body ONLY,Action Figure,2019
0,Playmates Toys,,,Teenage Mutant Ninja Turtles,20.0,"Oct 09, 2019","5""",Lot of 12 Teenage Mutant Ninja Turtles Viacom Small Figures ,Action Figure,2012
1,,,,,10.0,"Oct 09, 2019",3.75in.,Star Wars The Clone Wars Action Figures 3.75 Inches,Action Figure,
1,Hasbro,,,,34.99,"Oct 09, 2019",6in.,Hasbro Marvel Legends DANI MOONSTAR X-MEN NEW MUTANTS KARMA WOLFSBANE IN-HAND,Action Figure,
0,Mattel,Ram Man,,Masters of the Universe,3.0,"Oct 09, 2019",,Masters of the Universe Ram Man Action Figure -1982 - Works!  Vintage MOTU,Action Figure,1982
0,ToyBiz,,,X-Men,16.49,"Oct 09, 2019",,NIB Marvel The Uncanny X-MEN X-Force KANE Action Figure 2 Weapons 1993 Toy Biz,Action Figure,1993
7,Hasbro,Deadpool,2002-Now,X-Men,12.0,"Oct 09, 2019",6in.,Hasbro Marvel Legends Deadpool Action Figure Toys R Us Exclusive Back in Black ,Action Figure,2018
0,LJN,,,,29.99,"Oct 09, 2019",8in.,Vintage LJN British Bulldogs Tag Team Dynamite Kid & British Bulldog WWF,Action Figure,1986
1,Playmates Toys,Darkwing Duck,,Disney,4.0,"Oct 09, 2019",,1991 Playmates Darkwing Duck Talespin Action figure lot Disney vintage,Action Figure,1991
0,Hasbro,,,Marvel Universe,6.64,"Oct 09, 2019",3.75in.,Marvel Universe 3.75 figure Jim Lee Beast complete & excellent,Action Figure,
0,Jazwares,Classic Super Sonic,,Sonic the Hedgehog,15.0,"Oct 09, 2019",5in.,"Jazwares Classic Super Sonic Poseable 5"" action figure",Action Figure,
0,Hasbro,,,,36.99,"Oct 09, 2019",,Black Widow Figure Marvel Legends Series Cull Obsidian BAF Build a Figure,,
0,Hasbro,Darth Bane,,Star Wars,55.0,"Oct 09, 2019",6in.,Star Wars Black Series 6 Inch Figure CUSTOM Darth Bane,Action Figure,2018
0,Mattel,The Joker,2002-Now,Batman,12.99,"Oct 09, 2019",6in.,DC COMICS MULTIVERSE DARK KNIGHT RETURNS JOKER ACTION FIGURE - NO KING SHARK BAF,Action Figure,2016
2,Star Wars,Han Solo,,,4.99,"Oct 09, 2019",,Vintage 1980 Star Wars Han Solo Bespin Outfit Figure ,Action Figure,1980
8,Hasbro,,,GI Joe,19.5,"Oct 09, 2019",3.75in.,VINTAGE 1987 ARAH GI JOE V1 ICE VIPER COBRA WOLF DRIVER ACTION FIGURE COMPLETE,Action Figure,1987
2,Mattel,Ric Flair,2002-Now,WWE,5.5,"Oct 09, 2019",6in.,Ric Flair GameStop WWE Mattel Elite Series Retrofest Action Figure Rick Retro,Action Figure,2018
0,TOHO,Biollante,1980-2001,Godzilla,27.75,"Oct 09, 2019",3.5in.,1995 Toho Trendmasters Godzilla Series Biollante Figure Loose,Action Figure,1995
8,Mattel,Battle Cat,,Masters of the Universe,15.5,"Oct 09, 2019",,Battle Cat Vintage MOTU Figure,Action Figure,1985
0,Funko,,2002-Now,Escape From New York,9.0,"Oct 09, 2019",3.75in.,Funko ReAction Escape From New York Snake Pilsen Action Figure 3 3/4 Inch SEALED,Action Figure,2013
0,Funko,Pop,,,13.95,"Oct 09, 2019",,Funko Pop- COLONEL SANDERS!  KFC! Icons Funko Shop Limited Edition!,Action Figure,
2,Hasbro,TANTIVE IV,2002-Now,Star Wars,8.49,"Oct 09, 2019",,Star Wars Titanium Series *TANTIVE IV* Galactic Republic * BLUE *Rare* VHTF,Action Figure,2007
6,toybiz,Spider-Man,,Action Man,26.0,"Oct 09, 2019",,2004 TOYBIZ MARVEL SPIDER-MAN CLASSICS SNAPSHOT SPIDER-MAN ACTION FIGURE,Action Figure,2004
0,Kidrobot,My Melody,,,8.99,"Oct 09, 2019",3in.,Kidrobot - Hello Sanrio - My Melody Burger - Vinyl Mini - Opened,Action Figure,2019
0,Hasbro,,,GI Joe,15.99,"Oct 09, 2019",,Vintage GI Joe Action Figure 1984 Storm Shadow Rough,Action Figure,
5,Unbranded,Bumblebee,,Transformers,1.84,"Oct 09, 2019",,Barricade Police Autobots Transformers Action Figure Kids Christmas Toy Free Shi,Action Figure,
0,Diamond Select,,2002-Now,Battlestar Galactica,29.99,"Oct 09, 2019",,Battlestar Galactica Karl Agathon “Helo” Raptor Gear “PX” Action Figure,Action Figure,2007
0,,,,Masters of the Universe,40.0,"Oct 09, 2019",,Masters Of The Universe Vintage Lot. Of Action Figures Motu,Action Figure,
0,Hasbro,,,,21.99,"Oct 09, 2019",,Marvel Legends Hasbro TRU Exclusive 3-Pack Series Kate Bishop Action Figure (P),,
2,Unbranded,,,Six God Combination Godmars,40.0,"Oct 09, 2019",,Vintage Six God Combination Godmars Robot,Action Figure,
5,Hasbro,,1980-2001,GI Joe,19.5,"Oct 09, 2019",,Vintage LOT - GI JOE - 80s 90s Action Figures,Action Figure,
3,Hasbro,tie interceptor,2002-Now,Star Wars,8.49,"Oct 09, 2019",3in.,Star Wars Titanium Series 2006 TIE Interceptor 💥 Hasbro *Rare*  ,Action Figure,2006
0,Hasbro,Astrotrain,1980-2001,Transformers,82.11,"Oct 09, 2019",,Astrotrain MIB 100% Complete 1985 F Vintage Hasbro Action Figure G1 Transformers,Action Figure,1985
0,Marvel Toys,,1980-2001,Super Heroes,45.99,"Oct 09, 2019",4in. -5 in.,RARE VINTAGE LOT OF 5 EARLY MARVEL SUPER HEROES ACTION FIGURES by ToyBiz 1990-91,Action Figures,1990-1991
0,Hasbro,,,GI Joe,4.49,"Oct 09, 2019","3.75""",Iceberg  DISCOLORING   Vintage  Incomplete  1986  GI JOE  DC,Action Figure,1982
0,Hasbro,Zuckuss,2002-Now,Star Wars,19.95,"Oct 09, 2019",6in.,Star Wars Black Series 6” Zuckuss Bounty Hunter Action Figure Exclusive Hasbro,Action Figure,2018
0,LJN,,1980-2001,WWE,14.99,"Oct 09, 2019",8in.,WWE LJN 1980’s Macho Man Randy Savage,Action Figure,1980
6,Hasbro,,,GI Joe,7.5,"Oct 09, 2019",,1980's gi joe action figures (Broken),Action Figure,1980
0,Bandai,Power Rangers,2002-Now,Power Rangers,1699.99,"Oct 09, 2019",6.5in.,MMPR Mighty Morphin Power Rangers Legacy Set of 7 Figures Complete Set Tommy JDF,Action Figure,
6,Funko,,2001-Now,Funko Pop,10.5,"Oct 09, 2019",Small,Funko - POP Rides: Game Of Thrones - Drogon & Daenerys Brand New In Box,Action Figure,2017
9,Hasbro,,1980-2001,GI Joe,29.0,"Oct 09, 2019",,Vintage LOT - GI JOE - 80s 90s Action Figures,Action Figure,
0,joyride,,2002-Now,,47.99,"Oct 09, 2019",,"Joyride Battlestar Galactica CYLON CENTURIAN MOC Chrome Series 1 New 6"" 2004",Action Figure,2004
1,Disney,,,,0.99,"Oct 09, 2019",,Mid 90’s Disney’s Toy Action Figures Gift Set NIB,Action Figure,
0,Mattel,,,,14.99,"Oct 09, 2019","6""",WWE Kane Mattel Elite Wrestling Action Figure Series 47.5 No Mask  B,Action Figure,
0,Super7,He-Man,,Masters of the Universe,54.99,"Oct 09, 2019",,"IN STOCK! MOTU SUPER7 VINTAGE WAVE 3 GOLD STATUE HE-MAN,he man,she-ra",Action Figure,2019
0,Super7,He-Man,,Masters of the Universe,54.99,"Oct 09, 2019",,"IN STOCK! MOTU SUPER7 VINTAGE WAVE 3 PRINCE ADAM,motuc,he man,she-ra",Action Figure,2019
0,Hasbro,Daken Dark Wolverine,2002-Now,X-Men,18.99,"Oct 09, 2019",6in.,Marvel Legends 6in Daken Dark Wolverine X-Men Arnim Zola BAF Hasbro 2012 New BIN,Action Figure,2012
0,Marvel Legends,Darkhawk,2002-Now,Guardians of the Galaxy,21.95,"Oct 09, 2019",6in.,Marvel Legends Guardians of the Galaxy Darkhawk Titus BAF!,Action Figure,2017
0,Marvel Legends,Sentry,Modern,Avengers,17.5,"Oct 09, 2019",6in.,Marvel Legends SENTRY Odin the All-father BAF Series Loose Action Figure,Action Figure,2015
0,Hasbro,Spider-Man,2002-Now,Spider-Man,19.99,"Oct 09, 2019",6in.,"Spider-Man Black symbiote Suit Marvel Legends Target Red Hulk BAF WAVE Loose 6""",Action Figure,
11,Hasbro,,,GI Joe,11.75,"Oct 09, 2019",3.75in.,VINTAGE 1987 ARAH GI JOE V1 JINX ACTION FIGURE COMPLETE NO FILE CARD CLEAN!!!,Action Figure,1987
0,Kenner,Alien,,,30.0,"Oct 09, 2019",5in.,Aliens With Face Hugger (scorpion) & Ripley Action Figures by Kenner- Lot of 2 ,Action Figure,
0,Hasbro,,,Thor Ragnarok,11.99,"Oct 09, 2019",6in.,"Hasbro Disney Marvel Legends 07 - 6"" Scale Ben Grimm The Thing from Fantastic 4",Action Figure,
0,Hasbro,Commando,,Star Wars,39.99,"Oct 09, 2019","3.75""",STAR WARS REPUBLIC COMMANDO DELTA SQUAD 2006 SAGA Collection Fixer loose e-sw1,Action Figure,2011
20,Marvel Legends,Emma Frost,2002-Now,X-Men,41.0,"Oct 09, 2019",,Marvel Legends X-men Emma Frost 2019 Walgreens Exclusive Figure Free Shipping,Action Figure,2019
2,Hasbro,AT-AT Walker,2002-Now,Star Wars,10.59,"Oct 09, 2019",,STAR WARS Titanium Series * AT- AT WALKER * Die Cast Hasbro * Hoth Version *,Action Figure,2006
1,Hasbro,,,GI Joe,25.0,"Oct 09, 2019",3.75in.,GI Joe DTC 2006 Dreadnok Monkeywrench V2,Action Figure,2006
6,Hasbro,,1980-2001,GI Joe,13.0,"Oct 09, 2019",,Vintage LOT - GI JOE - 80s 90s Action Figures,Action Figure,
0,Marvel,Thor,,Marvel Universe,12.0,"Oct 09, 2019",,MARVEL UNIVERSE 3.75 THOR Civil War Clone  Walmart Exclusive w/hammer,Action Figure,
0,Mattel,Iron Sheik,2010-Now,WWE,22.49,"Oct 09, 2019",6in.,WWE Mattel Elite IRON SHEIK Wrestling Action Figure Legends Series 2 Flashback,Action Figure,
0,Twisty Petz,,,Twisty Petz Sugarstar Flying Pony Skyley Flying Un,12.99,"Oct 09, 2019",,New Without Box Random Pick Twisty Petz x 5 pcs ,Twisty Petz,
0,Art Asylum,Blade,2002-Now,The Punisher & Blade,10.0,"Oct 09, 2019",2in.,2003 Minimates 2PK Assault Punisher & Blade 2 Minifig MIP Unused Marvel Universe,Action Figure,2005
0,Mattel,King Hiss,1980-2001,Masters of the Universe,19.99,"Oct 09, 2019",5.5in.,"MOTU He-Man King Hiss Snake 5.5"" Action Figure Malaysia COO Mattel 2520 1985",Action Figure,1985
0,Hasbro,Boba Fett,2002-Now,Star Wars,350.0,"Oct 09, 2019",6in.,2019 Star Wars 40th Anniversary Boba Fett AFA U8.5 Black Series SDCC Exclusive,Action Figure,2019
0,Playmates Toys,,,,40.0,"Oct 09, 2019",,1992 Playmates The Addams Family Action Figure Morticia UNOPENED UNPUNCHED RARE,Action Figure,1992
0,Hasbro,Rook,,Star Wars,6.99,"Oct 09, 2019",3.75in.,STAR WARS Rogue One BODHI ROOK 3.75 inch Action Figure NEW,Action Figure,
0,Mattel,He-Man,,Masters of the Universe,42.74,"Oct 09, 2019",,HE-MAN Masters of the Universe Battle Cat action figure complete Mexico MOTU,Action Figure,
1,EPISODE 7,Hassk Thug,2002-Now,Star Wars,2.4,"Oct 09, 2019","3.75""","Star Wars The Force Awakens Hassk Thug- Brute Hassk 3.75"" Action Figure New",Action Figure,2015
0,Sideshow Collectibles,,,,79.0,"Oct 09, 2019",12in.,"SIDESHOW 6TH STURMPIONEER BATTALION 12TH DIVISION 12"" TV FIGURE NEW SEALED ",Action Figure,
0,ToyBiz,Zombie,,Resident Evil,11.99,"Oct 09, 2019",,Resident Evil 2 Claire Redfield 1998 Toy Biz Action Figure,Action Figure,1998
0,ToyBiz,Silver,,Iron Man,35.0,"Oct 09, 2019",6in.,Marvel Legends Silver Centurion Iron Man Series 7,Action Figure,
0,Playmates Toys,Worf,,Star Trek,6.12,"Oct 09, 2019",,Playmates Star Trek First Contact Lt. Commander Worf Action Figure NEW,Action Figure,1996
0,Hot Toys,,2002-Now,Iron Man,590.0,"Oct 09, 2019",12in.,HOT TOYS 1/6 IRON MAN MARK III MK 3 DIECAST MMS256-D07 MISB BRAND NEW US SELLER,Action Figure,
0,Marvel,Abomination,,Marvel Universe,22.0,"Oct 09, 2019",3.75in.,Marvel Universe Figures (4) Abomination/Th,Action Figure,
0,Hasbro,,1980-2001,Transformers,15.0,"Oct 09, 2019",,select convertors transformers sunyak figure generic Transformer,Action Figure,
0,Kenner,,Pre-1980,BOSSK,4.0,"Oct 09, 2019",3.5in.,VINTAGE BOSSK STAR WARS,Action Figure,1970s
7,Hasbro,Iron Man,2002-Now,Action Man,14.0,"Oct 09, 2019",6in.,Hasbro Marvel Legends Iron Man Action Figure Mark I Marvel Studios 10 Years 2018,Action Figure,2018
0,Hasbro,Breaker,2002-Now,GI Joe,13.0,"Oct 09, 2019",3.75in.,GI JOE BREAKER 25th Anniversary RAM Cycle Driver COMPLETE C9+ v1 2008 Filecard ,Action Figure,2008
0,Marvel Legends,Iron Spider,2002-Now,Marvel Universe,14.9,"Oct 09, 2019",6in.,Marvel Legends Cable X-men 6 Inch Action Figure Sasquatch Wave Loose No Baf,Action Figure,2018
2,ToyBiz,Spider-Man,2002-Now,Spider-Man,29.99,"Oct 09, 2019",18in.,18 inch Spiderman 2 Fully Articulated Action Figure 2003 Movie ToyBiz Toy,Action Figure,2003
0,Kenner,8D8 Droid,,Star Wars ROTJ,7.45,"Oct 09, 2019",3.75in.,Vintage Star Wars ROTJ 1983 8D8 Droid -  Good Condition - No COO - Kenner^,Action Figure,1983
4,Unbranded,,,Super Mario Bros.,1.95,"Oct 09, 2019",1in.,8pcs Super Mario Bros Figures Yoshi Luigi Goomba Mini Figures Playset Kids Gift#,Action Figure,2019
0,Kenner,Jedi,,Star Wars,25.0,"Oct 09, 2019",3.75in.,Vintage Kenner Star Wars CUSTOM Hammerhead figure Cantina Jabba Henchmen,Action Figure,
0,Kenner,,,Star Wars,11.0,"Oct 09, 2019",,Vintage Star Wars AT-ST DRIVER 1984 Taiwan Kenner Action Figure Return Jedi Nice,Action Figure,1984
0,DID,,,,7.98,"Oct 09, 2019",,DID Cap WWII GERMAN COMMUNICATION 2 MAJOR GENERAL DRUD 1/6 ACTION FIGURE TOYS,Action Figure,
0,Dragon,,,,13.95,"Oct 09, 2019",1/6 Scale,WWII German Gerhard - Nude Body - 1:6 Scale Dragon Action Figure Accy,,
21,DC,Aquaman,Pre-1980,Justice League of America,31.0,"Oct 09, 2019",8in.,ORIGINAL VINTAGE 1970's Mego DC Aquaman Action Figure WOW COOL !!!  ,Action Figure,1970S
0,Hasbro,NEW MUTANTS,,X-Men,45.0,"Oct 09, 2019",6in.,MARVEL LEGENDS X-MEN WALGREENS DANI MOONSTAR WOLFSBANE KARMA EXCLUSIVE IN-STOCK ,Action Figure,2019
1,Kenner,Boba Fett,,Star Wars,100.0,"Oct 09, 2019",,Rocket-Firing Boba Fett - 2010 STAR WARS Vintage Collection - Mail Away UNOPENED,,2008
0,Tin Toys,Robot,1980-2001,Transformers,12.0,"Oct 09, 2019",,ROBOCAN ROBOT TRANSFORMERS BOXED ROBO CAN VINTAGE FIGURE NIB,Action Figure,1980s
0,,,,,79.99,"Oct 09, 2019",,"New '90 Galoob Toys WCW 14"" World Wrestling Star Sting The Stinger Action Figure",,
6,,Zombie,,,14.55,"Oct 09, 2019",,Locker Toys Zombie Lab Zombie 001 4” Action Figure MIB,Action Figure,
0,Schleich,,,,15.0,"Oct 09, 2019",4.2'',Schleich Am Limes Griffin Knight's Horse ,Action Figure,Unknown
0,tokidoki,,,,16.95,"Oct 09, 2019",,Unicorno Series 3 by Tokidoki - Cosmo,,
5,Galoob,Warrior,,,49.99,"Oct 09, 2019",,1997 Starship Troopers Warrior Bug Action Figure With Sounds Galoob,Action Figure,1997
31,Mattel,He-Man,1980-2001,Masters of the Universe,56.0,"Oct 09, 2019",,MOTU Skeletor panthor vintage figure He-Man Masters Of The Universe,Action Figure,1980's
1,DC Multiverse,Harley Quinn,2002-Now,Harley Quinn,9.99,"Oct 09, 2019",6in.,DC Multiverse HARLEY QUINN + SPOILER Lex Luthor e New Sealed.,Action Figure,2018
0,Funko,Captain America,,CIVIL WAR CAPTAIN AMERICA,41.5,"Oct 10, 2019",,Captain America: Civil War Pop! Vinyl Figure and Key Chain 4-Pack NEW Hawkeye,,
0,Mattel,Junkyard Dog,2002-Now,WWE,24.99,"Oct 09, 2019",7in.,WWE MATTEL ELITE JUNKYARD DOG W/ CHAIN WWF WCW ECW TNA NWA AEW ROH NWO NXT BELT,Action Figure,2011
0,Hasbro,,,,30.0,"Oct 10, 2019",6in.,"Marvel Legends 6"" Mystique Epic Heroes 2012 X-Men Sealed",Action Figure,
0,Diamond Select,Iron Man,2002-Now,Marvel Universe,36.95,"Oct 10, 2019",7in.,Marvel Diamond Select War Machine Action Figure Iron Man 3,Action Figure,
0,Hasbro,Goldar,2002-Now,Power Rangers Lightning Collection,36.99,"Oct 10, 2019",6in.,MMPR Gamestop Hasbro Power Rangers Lightning Collection GOLDAR FIGURE,Action Figure,2019
0,Four Horsemen,Bothar Shadowhorn,,Mythic Legions,100.0,"Oct 10, 2019",6in.,Mythic Legions Bothar Shadowhorn,Action Figure,
0,DC Direct,The Joker,,Batman,58.0,"Oct 10, 2019",,MAD - JUST US LEAGUE  Alfred E. Neuman As THE JOKER Figure - Never Opened!,Action Figure,
1,,,,,22.0,"Oct 10, 2019",,Star Wars Action Figure Lot: Packaged Figures,Action Figure,
1,NECA,,,Commando,30.0,"Oct 10, 2019",,2015 NECA - 30th Anniversary Commando Action Figure [Ultimate John Matrix ] NIP,Action Figure,2015
