,bids,brand,category,character,condition,era,franchise,gender,price,quantity_sold,sell_date,size,title,toy_type,year,format
128,6,Funko,"TV, Movie & Video Games",,New,2002-Now,Funko Pop,,7.0,1,"Oct 11, 2019",Small,Funko - Pop Games: Pokémon - Squirtle Brand New In Box,Action Figure,2017,Auction
129,0,Star Wars,"TV, Movie & Video Games",Clone Pilot,Used,,,,5.0,1,"Oct 11, 2019",3.75in., Star Wars ROTS Clone Pilot action figure # 59  Pre Owned Loose Complete,Action Figure,2005,BIN
130,0,Mezco,Comic Book Heroes,Abe Sapien,Used,2002-Now,HELLBOY,,25.0,1,"Oct 11, 2019",7in.,Hellboy 2: The Golden Army Abe Sapien Action Figure - Original / Complete!!,Action Figure,,BIN
131,0,Mezco,Comic Book Heroes,Hellboy,Used,2002-Now,HELLBOY,,25.0,1,"Oct 11, 2019",7in.,Hellboy 2: The Golden Army Hellboy (Cigar) Action Figure - Original / Complete!!,Action Figure,,BIN
132,0,Hasbro,"TV, Movie & Video Games",,New,2002-Now,Star Wars,,65.0,1,"Oct 11, 2019",6in.,Star Wars Black Series First Edition The Mandalorian Figure IN HAND Today,Action Figure,,BIN
133,0,Marvel Toys,"TV, Movie & Video Games",Iceman,New,1980-2001,X-Men,,20.99,1,"Oct 11, 2019",5in.,X-Men ICEMAN Crystalline Armor Action Figure (Toy Biz 1996) - NEW! ,Action Figure,1996,BIN
134,0,Hasbro,"TV, Movie & Video Games",Storm Shadow,Used,2002-Now,GI Joe,,14.99,1,"Oct 11, 2019",3.75in.,G.I.JOE 25TH NINJA-KU LEADER STORM SHADOW LOOSE COMPLETE,Action Figure,,BIN
135,0,Hasbro,"TV, Movie & Video Games",Scout Trooper,Used,2002-Now,Star Wars,,6.99,2,"Oct 11, 2019",3.75in.,STAR WARS POTJ BATTLE DAMAGE SCOUT TROOPER LOOSE COMPLETE,Action Figure,2002,BIN
136,0,The Black Series,"TV, Movie & Video Games",,New,,The Force Awakens,,33.59,1,"Oct 11, 2019",6  Inch Scale,"STAR WARS Black Series 6"" TFA Snow Trooper Officer TOYS R US Excl. NEW Figure",Action Figure,2015,BIN
137,0,,"TV, Movie & Video Games",,Used,,,,56.0,1,"Oct 11, 2019",,Vintage Action Figure Lot,Action Figure,,BIN
138,0,Hasbro,Military & Adventure,Johnny,New,,GI Joe,,80.0,1,"Oct 11, 2019",,gi joe mortal kombat action figures Reptile Rare Mail Away Sealed N Johnny Cage,Action Figure,,BIN
139,0,LJN,"TV, Movie & Video Games",LION O,Used,1980S,ThunderCats,,24.99,1,"Oct 11, 2019",7in.,"VINTAGE THUNDERCATS LION-O FIGURE 1985 LJN 7"" FIGURE ORANGE HAIR Working Arm!",Action Figure,1985,BIN
140,0,Equity Marketing,"TV, Movie & Video Games",,Used,,Scooby-Doo,,9.99,2,"Oct 11, 2019",,2019 Scooby-Doo Charter Ltd Series Articulated Figure Frankensteins Monster 50th,Action Figure,2016,BIN
141,0,Hasbro,Military & Adventure,,Used,,GI Joe,,12.0,1,"Oct 11, 2019",12in.,VINTAGE LOT OF GI JOE CLOTHES AND ACCESSORIES,Action Figure,,BIN
142,5,BadCube,Transformers & Robots,Warpath,Used,2002-Now,Transformers,,58.0,1,"Oct 11, 2019",7 in,Badcube Wardog (Warpath) (Transformers MP scale),Action Figure,,Auction
143,0,Mattel,Comic Book Heroes,Kyle Rayner,New,2002-Now,Batman,,14.99,1,"Oct 11, 2019",6in.,"DC Comics Multiverse Rebirth KYLE RAYNER 6"" Figure Green Lantern Lobo Series",Action Figure,2018,BIN
144,0,Hasbro,"TV, Movie & Video Games",Obi-Wan Kenobi,Used,,Star Wars,,4.0,1,"Oct 11, 2019","3.75""","Star Wars Power of the Jedi Obi-Wan Kenobi ""Jedi Training Gear"" Used Complete",Action Figure,,BIN
145,1,Mattel,"TV, Movie & Video Games",He-Man,New,,Masters of the Universe,,199.99,1,"Oct 11, 2019","4""",Mattel Toys MOTU He-Man Masters of the Universe Vintage Faker ,Action Figure,1986,Auction
146,0,Star Wars,"TV, Movie & Video Games",AT-RT Driver,Used,,,,4.0,1,"Oct 11, 2019",3.75in., Star Wars ROTS AT-RT Driver action figure # 54 Pre Owned Loose Complete,Action Figure,2005,BIN
147,0,Funko,"TV, Movie & Video Games",Dwight Schrute,New,2002-Now,The Office,,14.99,1,"Oct 11, 2019",6in.,Funko Pop! The Office Walmart Exclusive Dwight Schrute as the Hay King #876,Action Figure,2019,BIN
148,8,MTF,Military & Adventure,Ghost,Used,,GI Joe,,76.0,1,"Oct 11, 2019",3.75in.,"GI Joe  Custom Ghost Recon  ""Nomad""",Action Figure,2019,Auction
149,0,Hasbro,Military & Adventure,,Used,,GI Joe,,19.99,1,"Oct 11, 2019",3.75in.,1990 Cold Front v1 - Avalanche Driver (vintage Hasbro GI Joe) figure only,Action Figure,1990,BIN
150,0,Funko,"TV, Movie & Video Games",,New,,Batman,,22.0,1,"Oct 11, 2019",3.75in.,Batman - The Dawnbreaker Pop! Vinyl Figure (RS) #253,Pop Vinyl,,BIN
151,0,Hasbro,"TV, Movie & Video Games",,New,2002-Now,Planet of the Apes,,10.95,1,"Oct 11, 2019",12in.,Major Leo Davidson 12-inch figure doll PLANET OF THE APES  Special Edition NEW,Action Figure,2001,BIN
152,0,Hasbro,"TV, Movie & Video Games",Chewbacca,New,,Star Wars,,41.98,1,"Oct 11, 2019",,SDCC 2018 Hasbro Exclusive Star Wars Forces of Destiny Chewbacca and Porgs,,2018,BIN
153,1,Funko,"TV, Movie & Video Games",,New,2002-Now,Funko Pop,,5.49,1,"Oct 11, 2019",Small,Funko - POP Marvel: 80th - First Appearance - Namor Brand New In Box,Action Figure,2017,Auction
154,0,Bandai,"TV, Movie & Video Games",,New,,Kamen Rider Chalice,,37.49,1,"Oct 11, 2019",,"S.H.Figuarts Kamen Rider Chalice ""Kamen Rider Blade"" Bandai Ban86344  ",Action Figure,2015,BIN
155,0,Bandai,"TV, Movie & Video Games",Alien,Used,,Ben 10,,9.99,1,"Oct 11, 2019",4in.,"BEN 10 ALIEN FORCE NANOMECH 4"" ACTION FIGURE 2009 BANDAI ",Action Figure,2009,BIN
156,0,Mattel,"TV, Movie & Video Games",Tyrannosaurus Rex,New,,Jurassic World,,19.95,1,"Oct 11, 2019",,JURASSIC WORLD DIMORPHODON DINO RIVALS DINOSAUR ACTION FIGURE IN HAND!!,Action Figure,,BIN
157,0,Kenner,Sports,,New,1980-2001,,,10.99,1,"Oct 11, 2019",4in.,NEW Starting Lineup SLU 1998 Dan Marino Special New Jersey Convention Edition,Action Figure,1998,BIN
158,0,Mattel,"TV, Movie & Video Games",Captain Hook,New,,Hook,,30.0,1,"Oct 11, 2019",,Tall Terror Captain Hook Vintage Kenner Movie Action Figure MOC Capt,Action Figure,,BIN
159,0,SOTA Toys,"TV, Movie & Video Games",Creeper,Used,,Jeepers Creepers,,80.0,1,"Oct 11, 2019",,SOTA Toys Now Playing Presents Series 2 Creeper Figure Loose Jeepers Creepers 2,Action Figure,,BIN
160,0,Mattel,"TV, Movie & Video Games",,New,,Jurassic World,,15.99,1,"Oct 11, 2019",,2019 Jurassic World Attack Pack Dino Rivals Echo Velociraptor,Action Figure,2019,BIN
161,0,Kenner,"TV, Movie & Video Games",,New,,Terminator,,33.2,1,"Oct 11, 2019",,"Terminator 2/ 3-D Power Arm Terminator, Techno-Punch Terminator,Joh",Action Figure,1997,BIN
162,0,BE@RBRICK,Designer & Urban Vinyl,,New,2002-Now,Bearbrick,,21.99,1,"Oct 11, 2019",7cm,MEDICOM BEARBRICK SET OF 2 INSIDE OUT Joy Sadness Disney Pixar 100% Be@rBrick,Action Figure,2016,BIN
163,0,Mattel,Sports,Doink The Clown,Used,,WWE,,14.95,1,"Oct 11, 2019",7in.,2011 Mattel WWE Elite Collection Series 34 Doink The Clown Action Figure & More,Action Figure,2011,BIN
164,1,McFarlane Toys,Sports,,New,,,,6.8,1,"Oct 11, 2019",,McFarlane Toys Figure - NFL Sports Picks 2009 Series 22 - MATT FORTE (Blue Jerse,,2009,Auction
165,0,Hasbro,Military & Adventure,Baroness,New,,GI Joe,,9.98,1,"Oct 11, 2019",3.75in.,2004 Vintage Hasbro Toys GI Joe Valor VS Venom Baroness MIB,Action Figure,2004,BIN
166,0,Accoutrements,Other Action Figures,,New,,,,5.99,1,"Oct 11, 2019",5in.-5 1/2 INCHES,CRAZY CAT LADY ACTION FIGURE HOW MANY CATS DO YOU HAVE?,Action Figure,2009,BIN
167,2,Hasbro,Transformers & Robots,Broadside,Used,2002-Now,Transformers,,21.5,1,"Oct 11, 2019",,Transformers Titans Return Broadside Complete,Action Figure,,Auction
168,0,Kidrobot,Designer & Urban Vinyl,Gene (2/24),Used,2002-Now,Bob's Burgers,,1.99,1,"Oct 11, 2019",3in.,"Loose Kidrobot 3"" Bob's Burgers Grand Re-Opening ""Gene (2/24)"" Blind Box Figure ",Action Figure,2018,BIN
169,0,Kalaka Toys,Fantasy,STRONGHEART,Used,,Dungeons & Dragons,,85.0,1,"Oct 11, 2019",,Kalaka Toys Shogun Warlord Unpainted Yellow Vinyl Toy Advanced D&D Warduke Sofvi,Action Figure,1983,BIN
170,0,Kenner,Military & Adventure,,New,,GI Joe,,22.31,1,"Oct 11, 2019",12in.,"GI Joe Classic Collection, U.S. Army Infantry, African American Limited Edition",Action Figure,1996,BIN
171,1,Diamond Select,"TV, Movie & Video Games",,New,,Thor,,0.99,1,"Oct 11, 2019",2in.,Marvel Minimates Series 39 Thor Movie Thor & Destroyer,Action Figure,,Auction
172,8,Hasbro,Transformers & Robots,Optimus Prime,Used,2002-Now,Transformers,,16.5,1,"Oct 11, 2019",,Transformers Movie Leader Class Nightwatch Optimus Prime,Action Figure,,Auction
173,26,Playmates Toys,"TV, Movie & Video Games",TMNT,Used,1980-2001,Teenage Mutant Ninja Turtles,,52.99,1,"Oct 11, 2019",,Teenage Mutant Ninja Turtles Action Figures Lot TMNT. Vintage,Action Figure,,Auction
174,0,Bandai,"TV, Movie & Video Games",,Used,,Digimon,,59.95,1,"Oct 11, 2019",,Bandai Digimon Digivolving Raidramon Lighdramon Action Figure COMPLETE,Action Figure,,BIN
175,1,Hasbro,Transformers & Robots,Thundercracker,Used,2002-Now,Transformers,,14.99,1,"Oct 11, 2019",,Transformers Botcon 2013 Thundercracker,Action Figure,2013,Auction
176,0,Bandai,"TV, Movie & Video Games",Red Lion,Used,2002-Now,Power Rangers,,9.99,1,"Oct 11, 2019",,Power Rangers Super Megaforce Wild Force Red Lion Zord Builder Incomplete,,2013,BIN
177,0,Hasbro,Military & Adventure,Imperial Soldier,Used,,GI Joe,,36.9,1,"Oct 11, 2019",12in.,"WWII JAPANESE CUSTOM 12"" ACTION FIGURE",Action Figure,1942,BIN
178,1,Mego,"TV, Movie & Video Games",Happy,New,2002-Now,,,9.0,1,"Oct 11, 2019",8in.,Scott Baio 2018 MEGO HAPPY DAYS CHACHI ARCOLA ACTION FIGURE 5403/10000 Signed,Action Figure,2018,Auction
179,14,Hasbro,Transformers & Robots,Optimus Prime,Used,2002-Now,Transformers,,20.0,1,"Oct 11, 2019",,Transformers Movie Optimus Prime Voyager Class Complete No Instructions,Action Figure,,Auction
180,0,Hasbro,Military & Adventure,German Soldier,Used,,GI Joe,,44.9,1,"Oct 11, 2019",12in.,1/6 WWII GERMAN PANZER SOLDIER COLLECTION,Action Figure,1944,BIN
181,0,Hasbro,"TV, Movie & Video Games",Padmé Amidala,Used,2002-Now,Star Wars,,4.0,1,"Oct 11, 2019",3.75in.,Star Wars Saga AOTC Padme Amidala Droid Factory Chase Figure #04 Used Complete,Action Figure,2003,BIN
182,0,Hasbro,Military & Adventure,,Used,,GI Joe,,17.0,1,"Oct 11, 2019",,GI JOE COBRA 2003 ALLEY VIPER v7 100% COMPLETE ACTION FIGURE w/FILE CARD,Action Figure,2003,BIN
183,1,Star Wars,"TV, Movie & Video Games",,New,2002-Now,Star Wars,,199.0,1,"Oct 11, 2019",6in.,"EIGHT (8) SET STAR WARS RISE SKYWALKER 6"" FIRST EDITION WHITE BOX Fallen Order",Action Figure,2019,Auction
184,2,NECA,"TV, Movie & Video Games",Predator,Used,2002-Now,Predator,,22.99,1,"Oct 11, 2019",,Predator AVP Temple Guard Series 15 Neca 2015 Figure Only BROKEN COVER HINGE ,Action Figure,2015,Auction
185,0,Unbranded,Transformers & Robots,Megatron,New,,Transformers,,24.99,55,"Oct 11, 2019",,Transformers MP-36 Masterpiece Megatron Destron Leader Action Figure Toys MISB ！,Action Figure,,BIN
186,0,Marvel Legends,Comic Book Heroes,Beast,Used,2002-Now,X-Men,,25.0,1,"Oct 11, 2019",6in.,"Marvel Legends X-Men Caliban Wave Marvel's Beast 6"" Figure LOOSE NO BAF",Action Figure,2019,BIN
187,0,Mego,"TV, Movie & Video Games",Robot,Used,Pre-1980,Buck Rogers,,21.0,1,"Oct 11, 2019",,Vintage Buck Rogers  1978 Wind-up Action Figure Twiki robot Robert C Dille,Action Figure,1978,BIN
188,1,Hasbro,"TV, Movie & Video Games",Luminara Unduli,New,,Star Wars,,0.01,1,"Oct 11, 2019",,Star Wars Saga Legends Obi-Wan Kenobi,Action Figure,2009,Auction
189,0,Hasbro,"TV, Movie & Video Games",Ravage,Used,2002-Now,Transformers,,13.0,1,"Oct 11, 2019",,Transformers Walmart exclusive Rumble & Ravage 100% Complete,Action Figure,,BIN
190,0,Hasbro,"TV, Movie & Video Games",Starscream,Used,2002-Now,Transformers,,16.99,1,"Oct 11, 2019",,Transformers reissue of DIRGE 100% Complete,Action Figure,,BIN
191,0,Hasbro,"TV, Movie & Video Games",Ravage,Used,2002-Now,Transformers,,13.0,1,"Oct 11, 2019",,Transformers Walmart exclusive Freenzy & Laser Beak.  100% Complete,Action Figure,,BIN
192,16,Hasbro,Transformers & Robots,Arcee,New,2002-Now,Transformers,,29.0,1,"Oct 11, 2019",,Transformers Generations IDW Arcee,Action Figure,,Auction
193,2,Kenner,Comic Book Heroes,,New,1980-2001,Batman,,15.99,1,"Oct 11, 2019",,"Batman the Animated Series, Bruce Wayne, with snap-on Batman armor, Kenner, 1992",Action Figure,1992,Auction
194,2,Hasbro,Transformers & Robots,Chromia,New,2002-Now,Transformers,,9.51,1,"Oct 11, 2019",,Transformers Generations IDW Chromia New,Action Figure,,Auction
195,0,TOY BIZ,Comic Book Heroes,SILVER SURFER,New,90s,THE SILVER SURFER,,16.36,1,"Oct 11, 2019","6""",1997 THE SILVER SURFER TOY BIZ FIGURE NEW MARVEL Collector EDITIONS 30TH ANNIVER,Action Figure,1997,BIN
196,0,Kenner,"TV, Movie & Video Games",,New,1980-2001,Star Wars,,5.69,2,"Oct 11, 2019",3.75in.,Star Wars Ponda Baba POTF2 Sealed 01 Green Card Holo Kenner 1996 Action Figure ,Action Figure,1996,BIN
197,0,Funko,"TV, Movie & Video Games",Scarface,New,1980-2001,Funko,,20.0,1,"Oct 11, 2019",3.75in.,"ReAction Figures Scarface Tony Montana Funko Super 7   3.75""",Action Figure,,BIN
198,0,Voltron,"TV, Movie & Video Games",Blade,New,,Voltron,,12.99,1,"Oct 11, 2019",,Voltron 84 Classic LEGENDARY YELLOW LION Action Figure Combiner Netflix,Action Figure,2018,BIN
199,1,Hasbro,Transformers & Robots,Optimus Prime,Used,2002-Now,Transformers,,8.0,1,"Oct 11, 2019",,Transformers Prime Weaponizer Optimus Prime Complete With Instructions,Action Figure,,Auction
200,0,Realm of the Underworld,"TV, Movie & Video Games",,New,2002-Now,Realm of the Underworld,,70.0,1,"Oct 11, 2019",5.5in.,Realm of the Underworld Kry-Sis Paint Prototype 5.5 Zoloworld MOTUKO,Action Figure,2015,BIN
201,12,Hasbro,Transformers & Robots,Bumblebee,Used,2002-Now,Transformers,,16.5,1,"Oct 11, 2019",,Transformers Battle Blade Bumblebee,Action Figure,,Auction
202,0,Star Wars,"TV, Movie & Video Games",Sith Trooper,New,2002-Now,Star Wars,,22.49,1,"Oct 11, 2019",6in.,"Star Wars Black Series 6"" Inch SITH TROOPER #92 New Sealed",Action Figure,2019,BIN
203,1,Viacom,"TV, Movie & Video Games",Leonardo,Used,2012,Teenage Mutant Ninja Turtles,,2.5,1,"Oct 11, 2019",6in.,"Lot Of 3 TMNT/Teenage Mutant Ninja Turtle 6"" Action Figure 2012 Viacom",Action Figure,2012,Auction
204,16,Takara,Transformers & Robots,Dirge,Used,1980-2001,Transformers,,29.0,1,"Oct 11, 2019",,G1 Transformers Dirge Complete No Instructions,Action Figure,,Auction
205,0,BANPRESTO,Anime & Manga,,New,,,,24.01,1,"Oct 11, 2019",,Lupin the Third Master Stars Piece Fujiko Mine Figure Banpresto  G24-1427,,,BIN
206,0,JAKKS Pacific,Sports,Steve Austin,Used,,WWE,,6.95,1,"Oct 11, 2019",6.5in.,"1999 Stone Cold Steve Austin 6.5"" Jakks WWE WWF Action Figure",Action Figure,1999,BIN
207,0,Hasbro,Military & Adventure,,Used,,,,10.99,1,"Oct 11, 2019","3.75""",Long Arm  Incomplete  C8.5   1993 GI JOE  Vintage  DC,Action Figure,1993,BIN
208,0,Hasbro,Military & Adventure,,Used,,,,71.99,1,"Oct 11, 2019","3.75""",Dino Hunters Low Light Incomplete  C8.5   1993 GI JOE  Vintage WD,Action Figure,1993,BIN
209,0,Hasbro,Military & Adventure,,Used,,,,89.99,1,"Oct 11, 2019","3.75""",Dino Hunters Ambush Incomplete  C8.5   1993 GI JOE  Vintage WD,Action Figure,1993,BIN
210,0,Funko,"TV, Movie & Video Games",,New,,Five Nights at Freddy's,,13.95,2,"Oct 11, 2019","5"" Figure","NEW Five Nights at Freddy's 5"" BALLORA ACTION FIGURE Funko FNAF Sister Location ",Action Figure,2017,BIN
211,0,McFarlane Toys,Comic Book Heroes,Doom Slayer,New,,,,21.6,1,"Oct 11, 2019",,NEW McFarlane Toys Doom - Doom Slayer Action Figure Pre-order ships October 11,Action Figure,,BIN
212,1,Mattel,Comic Book Heroes,Azrael,New,,Batman,,25.0,1,"Oct 11, 2019",,NEW DC Super Heroes AZRAEL Action Figure S3 Select Sculpt Series Mattel,Action Figure,,Auction
213,0,Mattel,Comic Book Heroes,Gamora,New,,Batman,,38.99,1,"Oct 11, 2019",,Marvel Select Guardians of the Galaxy Gamora Action Figure w Rocket Mattel NIP,Action Figure,,BIN
214,0,Marvel,Comic Book Heroes,Spider-Man,New,,Action Man,,28.0,1,"Oct 11, 2019",7 Inch,"New Disney Store Marvel Select Spectacular Spider-Man 7"" Action Figure Avengers",Action Figure,,BIN
215,0,NECA,Comic Book Heroes,Knight,New,,The Joker,,39.99,1,"Oct 11, 2019",7in.,"Neca Reel Toys The JOKER Action Figure The Dark Knight 7""",Action Figure,,BIN
216,0,Hot Toys,"TV, Movie & Video Games",,New,2002-Now,The Avengers,,329.95,1,"Oct 11, 2019",12in.,Hot Toys MMS296 Marvel Avengers Age of Ultron AOU Vision Paul Bettany 1/6 SEALED,Action Figure,2016,BIN
217,0,DC,Comic Book Heroes,Alfred Pennyworth,New,,DC Universe,,15.5,3,"Oct 11, 2019",,DC Multiverse Batman Dick Grayson Loose Complete From Killer Croc Wave No BAF,Action Figure,2019,BIN
218,1,McFarlane Toys,Sports,,Used,2002-Now,,,3.0,1,"Oct 11, 2019",,2004 McFarlane NBA Series 6 Carmelo Anthony Denver Nuggets G,Action Figure,2004,Auction
219,0,Kenner,"TV, Movie & Video Games",Chief Chirpa,Used,,Star Wars,,22.0,1,"Oct 11, 2019",3.75in.,VINTAGE KENNER STAR WARS ROTJ EWOKS CHIEF CHIRPA  COMPLETE MINT,Action Figure,,BIN
220,0,Hasbro,Comic Book Heroes,Iron Fist,New,,,,29.99,1,"Oct 11, 2019",6in.,Marvel Legends Infinite Series Marvel's Iron Fist 6-Inch Figure BAF MISB,Action Figure,,BIN
221,0,Sphero,"TV, Movie & Video Games",BB-8,Used,2002-Now,Star Wars,,24.99,1,"Oct 11, 2019",4in.,Star Wars BB-8 Sphero App Enabled Droid Toy Figure Robot Bb8 The Force Awakens,Action Figure,2015,BIN
222,0,Bandai,"TV, Movie & Video Games",Yellow Ranger,New,1980-2001,Power Rangers,,19.95,1,"Oct 11, 2019",,Bandai Yellow Mighty Auto-Morphin Power Rangers Trini Action Figure 1994,Action Figure,1994,BIN
223,12,21st Century Toys,Military & Adventure,,New,,WW II,,520.0,1,"Oct 11, 2019",3.75in.,"Collection of 1/18 21st Century Ultimate Soldier WWII -D Day,Bulge,Germ",Action Figure,,Auction
224,0,Mattel,Comic Book Heroes,Green Lantern,Used,2002-Now,DC Universe,,57.61,1,"Oct 11, 2019",2in.,Mattel DC Comics Action Justice League Brave Bold Green Lantern Corp Lot Walmart,Action Figure,2014,BIN
225,1,Hasbro,Comic Book Heroes,Silver Surfer,New,2002-Now,Marvel Universe,,29.99,1,"Oct 11, 2019",12in.,"Hasbro Silver Surfer 12"" Action Figure,Marvel Legends Icon Series, Sealed Box",Action Figure,2006,Auction
226,2,phatmojo,"TV, Movie & Video Games",,New,2002-Now,Bob's Burgers,,75.0,1,"Oct 11, 2019",,Bob's Burgers Complete Toy Action Figure Set  Family Lot New Signed & Sketched,,2019,Auction
227,0,Funko,"TV, Movie & Video Games",Deadpool,New,2002-Now,Deadpool,,10.0,1,"Oct 11, 2019",,Marvel Deadpool PX Previews Exclusive Wade Wilson Unmasked Pop Funko Figure NIP,Action Figure,,BIN
228,0,Hasbro,"TV, Movie & Video Games",Clone Trooper,Used,,Star Wars,,7.0,1,"Oct 11, 2019",3.75in.,Star Wars 30th An Clone Trooper Training Fatigues  # 55 Pre Owned No Coin,Action Figure,,BIN
229,0,Hasbro,"TV, Movie & Video Games",Link,New,2002-Now,Star Wars,,16.0,1,"Oct 11, 2019",3.75in.,STAR WARS SOLO QUAY TOLSITE 3 3/4-INCH FORCE LINK 2.0 ACTION FIGURE,Action Figure,2018,BIN
230,0,Hasbro,"TV, Movie & Video Games",First Order Snowtrooper,New,,Star Wars,,5.8,1,"Oct 11, 2019",,Star Wars The Force Awakens First Order Snowtrooper Officer & Snap Wexley Figure,Action Figure,,BIN
231,0,Hasbro,"TV, Movie & Video Games",Crook,Used,,,,9.99,1,"Oct 11, 2019",,Cops N And Crooks C.O.P.S Dr. Badvibes Vintage Action Figure Hasbro,Action Figure,,BIN
232,0,Hasbro,"TV, Movie & Video Games",Crook,Used,,,,11.0,1,"Oct 11, 2019",,1988 Sgt Mace Action Figure Cops N and Crooks C.O.P.S Hasbro Swat,Action Figure,1988,BIN
233,0,Kenner,"TV, Movie & Video Games",Dulok Scout,Used,1980-2001,Star Wars,,75.0,1,"Oct 11, 2019",3.75in.,Star Wars Kenner Vintage Dulok Scout Ewoks Cartoon MOC,Action Figure,,BIN
234,0,Stretch Armstrong,Other Action Figures,,Used,,,,11.5,1,"Oct 11, 2019",7in.,Stretch Armstrong Action Figure Goes Back To Its Shape 7 Inch,Action Figure,,BIN
235,1,Mattel,Sports,Daniel Bryan,New,,WWE,,8.9,1,"Oct 11, 2019",7in.,NEW MOC WWE Mattel Battle Pack 27 Daniel Bryan & Randy Orton MITB Wrestling,Action Figure,2013,Auction
236,0,Mattel,"TV, Movie & Video Games",Horde Trooper,Used,1980-2001,Masters of the Universe,,95.0,1,"Oct 11, 2019",,"MOTU, Horde Trooper, Masters of the Universe, He-Man, complete, staff, figure",Action Figure,1980's,BIN
237,0,JOYRIDE,"TV, Movie & Video Games",Master Chief,New,2002-Now,Halo,,25.95,1,"Oct 11, 2019",8 in,JOYRIDE HALO BATTLE DAMAGED MASTER CHIEF LIMITED EDITION SEALED,Action Figure,2005,BIN
238,0,Mattel,Sports,,New,,WWE,,16.89,1,"Oct 11, 2019",,WWE Mattel Kofi Kingston Series 94 Basic Action Figure New Day,Action Figure,,BIN
239,0,Marvel,Comic Book Heroes,Spider-Man,New,2002-Now,Spider-Man,,12.99,1,"Oct 11, 2019",6in.,Hasbro Ultimate Spider-Man vs. the Sinister Six Marvel's Rhino 6 Inch Figure MOC,Action Figure,,BIN
240,0,Hasbro,Military & Adventure,,New,,GI Joe,,28.98,1,"Oct 11, 2019",3.75in.,"2011 HASBRO GI JOE SHIPWRECK SAILOR (GREEN) 3.75"" ACTION FIGURE TOY MOC NEW ",Action Figure,2011,BIN
241,0,Mattel,"TV, Movie & Video Games",Jitsu,Used,1980-2001,Masters of the Universe,,19.0,1,"Oct 11, 2019",5.5in.,JITSU He-Man MOTU near complete vintage with orange sword,Action Figure,1983,BIN
242,2,Kenner,"TV, Movie & Video Games",,Used,1980-2001,,,6.5,1,"Oct 11, 2019",3.75in.,"Vintage Star Wars Ugnaught Purple Smock Complete 1980 Hong Kong, 100% Complete!!",Action Figure,1980,Auction
243,0,Mego,"TV, Movie & Video Games",Acroyear Set of 3,Used,Vintage,Micronauts,,119.95,1,"Oct 11, 2019",4in,1977 Mego Micronauts Acroyear Set of 3 Complete,Action Figure,1977,BIN
244,1,McFarlane Toys,Sports,,Used,2002-Now,,,9.99,1,"Oct 11, 2019",7in.,Estate Sale ; McFarlane Willie Stargell Pittsburg Pirates Series 2 Cooperstown,Action Figure,2005,Auction
245,0,Marvel,Comic Book Heroes,,New,,Marvel Universe,,50.0,1,"Oct 11, 2019",3.75in.,"Marvel Universe Kraven & Classic Havok 3.75"". NIP!",Action Figure,,BIN
246,2,Playmates Toys,"TV, Movie & Video Games",,New,,Teenage Mutant Ninja Turtles,,23.49,1,"Oct 11, 2019","5""",TMNT Movie Star Super Shredder Figure 1994 Teenage Mutant Ninja Turtles,Action Figure,,Auction
247,0,Hasbro,Military & Adventure,Long Arm,Used,,GI Joe,,35.0,1,"Oct 11, 2019",3.75in.,1993 LONG ARM v1 Vintage Hasbro GI Joe Figure Loose Complete Uncut File Card,Action Figure,1993,BIN
